step,method,mean_projection,std_projection,ci95_low,ci95_high,mean_direction_variance,mean_path_error_to_sgd,mean_coord_1,mean_coord_2
26,sgd_replacement,-0.000519960606470704,0.0005176379678281161,-0.0009736902905197226,-6.623092242168555e-05,1.1621273e-06,0.0,0.0010544689139351249,-0.012482818216085434
27,sgd_replacement,-0.00047961875170585697,0.0004873038940078513,-0.0009067594477250048,-5.247805568670916e-05,1.0961288e-06,0.0,0.0012036638800054789,-0.012607334181666374
28,sgd_replacement,-0.0005511225937880227,0.0005917776887650562,-0.0010698386085294033,-3.240657904664203e-05,1.183878e-06,0.0,0.0011815500911325216,-0.012901676818728447
29,sgd_replacement,-0.000585739981761435,0.0006530559669180945,-0.0011581687755365944,-1.3311187986275535e-05,1.4321773e-06,0.0,0.0012146647786721587,-0.013254128396511078
30,sgd_replacement,-0.0004754087654873729,0.0007205283660973368,-0.001106979724761089,0.00015616219378634304,1.3494547e-06,0.0,0.001409198041073978,-0.013545339927077293
31,sgd_replacement,-0.00045869239984313025,0.0008078118458810701,-0.0011667707024076354,0.000249385902721375,1.5495863e-06,0.0,0.0014448787551373243,-0.013963976874947548
32,sgd_replacement,-0.00040601637647341704,0.0007906300755517942,-0.0010990341933173426,0.00028700144037050856,1.635273e-06,0.0,0.001538015902042389,-0.014184658415615559
33,sgd_replacement,-0.00044904442329425366,0.0008045959837312462,-0.001154303898400435,0.0002562150518119277,1.730662e-06,0.0,0.0015274720499292016,-0.014529483392834663
34,sgd_replacement,-0.0005592170520685614,0.0008468611024491593,-0.0013015235371586409,0.00018308943302151816,1.898039e-06,0.0,0.0015890086069703102,-0.01499909907579422
35,sgd_replacement,-0.000532049115281552,0.0008468832168297397,-0.0012743749844808688,0.00021027675391776472,1.9500142e-06,0.0,0.0016892788698896766,-0.015658138319849968
36,sgd_replacement,-0.0006749094056431205,0.000961540601867159,-0.0015177369040123238,0.00016791809272608275,2.2235224e-06,0.0,0.0015632187714800239,-0.016167964786291122
37,sgd_replacement,-0.0007843440922442824,0.000996200453362572,-0.0016575522899547317,8.886410546616685e-05,2.4372087e-06,0.0,0.0015633056173101068,-0.01681455783545971
38,sgd_replacement,-0.0007928276434540748,0.0010679801845314757,-0.0017289535496182533,0.0001432982627101036,2.4433737e-06,0.0,0.0015935404226183891,-0.0173982921987772
39,sgd_replacement,-0.0008094933640677482,0.0011362101923490426,-0.001805425508981412,0.00018643878084591552,2.6344303e-06,0.0,0.001698706648312509,-0.017724119126796722
40,sgd_replacement,-0.0007528845337219537,0.001214146042963563,-0.0018171304637000852,0.00031136139625617784,2.9233604e-06,0.0,0.0018317343201488256,-0.01836211234331131
41,sgd_replacement,-0.0006782008247682824,0.0012167112022792577,-0.001744695216022794,0.0003882935664862291,3.0054453e-06,0.0,0.0020165492314845324,-0.018776487559080124
42,sgd_replacement,-0.0006058045895770192,0.0011585345675479948,-0.0016213049121267093,0.000409695732972671,3.1783457e-06,0.0,0.0021844184957444668,-0.01926356740295887
43,sgd_replacement,-0.0005468578252475709,0.001193455279423119,-0.001592967501342842,0.0004992518508477002,3.4912407e-06,0.0,0.00240012863650918,-0.020020654425024986
44,sgd_replacement,-0.0005762608838267624,0.0011102294755335263,-0.0015494199263701887,0.00039689815871666396,3.3613062e-06,0.0,0.0025129816494882107,-0.02048344723880291
45,sgd_replacement,-0.0005660634487867355,0.0011104874115364634,-0.0015394485822052355,0.00040732168463176435,3.1343623e-06,0.0,0.0025963904336094856,-0.02089991793036461
46,sgd_replacement,-0.0005938505288213492,0.0012572552606862314,-0.001695883354183093,0.0005081822965403946,3.8956673e-06,0.0,0.0026880409568548203,-0.02132023312151432
47,sgd_replacement,-0.0006694314419291913,0.0012490984685119538,-0.001764314523713166,0.0004254516398547833,4.183968e-06,0.0,0.0027252661529928446,-0.02189384400844574
48,sgd_replacement,-0.0007316084345802664,0.0012520470019619719,-0.001829076019885685,0.00036585915072515204,4.4307567e-06,0.0,0.002771367086097598,-0.022463615983724594
49,sgd_replacement,-0.0007582859834656119,0.001225844086772614,-0.0018327857009387805,0.00031621373400755664,4.551544e-06,0.0,0.002743600634858012,-0.023079046979546547
50,sgd_replacement,-0.0007396112196147442,0.0012930522499856436,-0.0018730214895501089,0.0003937990503206205,5.389021e-06,0.0,0.002855274360626936,-0.023592624813318253
51,sgd_replacement,-0.0008149011526256799,0.0013112638773580697,-0.001964274617781016,0.00033447231252965574,5.521968e-06,0.0,0.002724840771406889,-0.024007674306631088
52,sgd_replacement,-0.0008299758192151785,0.001317181348981002,-0.001984536176941605,0.0003245845385112479,5.650147e-06,0.0,0.0028541353531181812,-0.024501794949173927
53,sgd_replacement,-0.0007715471321716905,0.0013471743504089998,-0.0019523975147946794,0.00040930325045129834,5.457261e-06,0.0,0.0031053528655320406,-0.024904554709792137
54,sgd_replacement,-0.0008505506440997124,0.0013144886243793453,-0.0020027507246465743,0.00030164943644714944,5.4654333e-06,0.0,0.0031340003479272127,-0.02554786577820778
55,sgd_replacement,-0.0009135257685557007,0.001246226584787728,-0.0020058915332651847,0.00017883999615378302,5.42119e-06,0.0,0.003213545773178339,-0.02576928213238716
56,sgd_replacement,-0.0008421894162893295,0.0012369892989893443,-0.001926458343001484,0.00024207951042282496,5.5048336e-06,0.0,0.0033546544145792723,-0.026158224791288376
57,sgd_replacement,-0.0008585660951212048,0.0012930784967293504,-0.001991999371341791,0.0002748671810993814,5.4948164e-06,0.0,0.0034009129740297794,-0.02638198807835579
58,sgd_replacement,-0.0008520193630829453,0.0012579779960751657,-0.0019546856939447743,0.0002506469677788839,5.135942e-06,0.0,0.0035605584271252155,-0.026714270934462547
59,sgd_replacement,-0.0007870875764638185,0.0013504291454552641,-0.0019707909127335077,0.0003966157598058708,5.673741e-06,0.0,0.0037026130594313145,-0.027002403512597084
60,sgd_replacement,-0.0009097051108255983,0.001414462838081643,-0.0021495364534039486,0.0003301262317527518,6.2003196e-06,0.0,0.003577719908207655,-0.027589505538344383
61,sgd_replacement,-0.0010228301398456097,0.001360775206704351,-0.0022156021986462137,0.00016994191895499462,5.5909877e-06,0.0,0.00363827683031559,-0.02844325825572014
62,sgd_replacement,-0.0010336478473618627,0.0014270574273463372,-0.0022845188341760747,0.00021722313945234909,5.8650244e-06,0.0,0.00373425567522645,-0.02890036068856716
63,sgd_replacement,-0.0011250726645812392,0.0013264480325635398,-0.0022877556285989475,3.76102994364691e-05,5.1930824e-06,0.0,0.0038300366140902042,-0.029494980350136757
64,sgd_replacement,-0.0011026088614016771,0.0013526751429391837,-0.0022882809012674905,8.306317846413645e-05,4.968056e-06,0.0,0.003976230043917894,-0.029843905940651894
65,sgd_replacement,-0.0011152984108775855,0.001249549967936443,-0.0022105772493563047,-2.0019572398866396e-05,4.811793e-06,0.0,0.00412242254242301,-0.03024083375930786
66,sgd_replacement,-0.0011115815956145524,0.0012889576688011623,-0.002241402806897703,1.823961566859854e-05,5.1919865e-06,0.0,0.004178998526185751,-0.030673805624246597
67,sgd_replacement,-0.001108037936501205,0.0012744291581250566,-0.002225124346690783,9.048473688373247e-06,5.551141e-06,0.0,0.004290780983865261,-0.030969833955168724
68,sgd_replacement,-0.0010346144204959272,0.0012881805127848527,-0.0021637544244958945,9.452558350403983e-05,5.6416593e-06,0.0,0.004561475478112698,-0.03126881644129753
69,sgd_replacement,-0.0009305429179221391,0.001269188269069881,-0.0020430354863092736,0.00018194965046499539,6.020566e-06,0.0,0.0049073598347604275,-0.03170505538582802
70,sgd_replacement,-0.0009081098483875394,0.001251280399976026,-0.0020049054774252716,0.00018868578065019267,6.5642325e-06,0.0,0.005064763128757477,-0.03199607506394386
71,sgd_replacement,-0.0010242417454719543,0.0013614374600585389,-0.002217594294931729,0.00016911080398782042,6.9134535e-06,0.0,0.005034349393099546,-0.03254057094454765
72,sgd_replacement,-0.001013667113147676,0.0012802937433266394,-0.002135894058916121,0.00010855983262076903,6.782631e-06,0.0,0.005196689162403345,-0.03293122351169586
73,sgd_replacement,-0.0009776561753824353,0.0013731178344752865,-0.0021812470244320205,0.00022593467366715018,6.891459e-06,0.0,0.005388972815126181,-0.033376485109329224
74,sgd_replacement,-0.0008989951515104621,0.0013617717805621972,-0.002092640745812238,0.00029465044279131374,6.861843e-06,0.0,0.005404222756624222,-0.033709555864334106
75,sgd_replacement,-0.0009532662283163517,0.0014089129878871775,-0.0021882329127131937,0.0002817004560804903,7.036428e-06,0.0,0.005494848825037479,-0.03439159318804741
76,sgd_replacement,-0.0009291769179981202,0.0014543083379019914,-0.002203934381085206,0.00034558054508896567,7.0870415e-06,0.0,0.005655243992805481,-0.03478401154279709
77,sgd_replacement,-0.000991088687442243,0.0015171842249935197,-0.002320959295540774,0.0003387819206562882,7.4543823e-06,0.0,0.005639443639665842,-0.03528844192624092
78,sgd_replacement,-0.0009986776305595413,0.0014779076640061325,-0.0022941208150243086,0.0002967655539052262,7.64319e-06,0.0,0.005764588247984648,-0.03581833466887474
79,sgd_replacement,-0.0010236579313641415,0.001504045377041104,-0.00234201183145296,0.00029469596872467685,7.920513e-06,0.0,0.005978045519441366,-0.036095064133405685
80,sgd_replacement,-0.0009229163028066978,0.0014365914273852959,-0.0021821442091172717,0.00033631160350387627,8.269209e-06,0.0,0.006307280156761408,-0.03624754026532173
0,standard_langevin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,standard_langevin,4.784079910677974e-05,7.590116393246025e-05,-1.8689504445960105e-05,0.00011437110265951958,7.459181e-08,0.0003625876852311194,0.00011247438669670373,-0.00021112507965881377
2,standard_langevin,9.312968777521746e-05,8.62548206763904e-05,1.7524003946787833e-05,0.0001687353716036471,1.4782954e-07,0.00045832167961634696,0.00027242337819188833,-0.0006329506868496537
3,standard_langevin,5.763560129707912e-05,0.00011248743892676751,-4.096398624452327e-05,0.00015623518883868152,2.1904573e-07,0.0009340057731606066,0.0004783898184541613,-0.0011068206513300538
4,standard_langevin,0.00011847392088384367,0.00010724071181719953,2.4473292424984205e-05,0.00021247454934270315,3.0362898e-07,0.0010828064987435937,0.000619875208940357,-0.0014707254013046622
5,standard_langevin,0.00019740355783142148,0.00028041448953215623,-4.839057947274186e-05,0.00044319769513558483,4.8765014e-07,0.0011878489749506116,0.0009199480409733951,-0.0018884420860558748
6,standard_langevin,0.00015065100888023153,0.00015687336813011098,1.3145439000906858e-05,0.0002881565787595562,3.754545e-07,0.001239504897966981,0.0008763007936067879,-0.002375504933297634
7,standard_langevin,-5.620857700705529e-06,0.00020934631482698798,-0.00018912099329125467,0.0001778792778898436,3.8403687e-07,0.0013934149174019694,0.0005128136253915727,-0.0029111921321600676
8,standard_langevin,-7.431170088239014e-05,0.0001976970920194944,-0.00024760084247256144,9.897744070778114e-05,4.5065156e-07,0.0016942562069743872,0.0005142180016264319,-0.0033643594942986965
9,standard_langevin,-0.00014851005544187502,0.00021030533444149502,-0.0003328508087879432,3.583069790419314e-05,6.0378784e-07,0.0016719287959858775,0.00043713749619200826,-0.003927629441022873
10,standard_langevin,-0.00014241633616620674,0.00021391244423558698,-0.00032991886065141765,4.50861883190042e-05,7.167176e-07,0.0014928299933671951,0.0005378181231208146,-0.004592768382281065
11,standard_langevin,-0.00014475038017280895,0.00017557855294853052,-0.00029865176744812137,9.151007102503502e-06,6.7650905e-07,0.0013876300072297454,0.0006990917026996613,-0.005187766160815954
12,standard_langevin,-0.00018089030199917034,0.00019418565494178363,-0.00035110153328358763,-1.0679070714753047e-05,6.1866257e-07,0.0016474983422085643,0.0007652268977835774,-0.005615654401481152
13,standard_langevin,-0.00033750247093848883,0.00017094317229833042,-0.00048734076792951095,-0.00018766417394746674,5.843502e-07,0.0019539333879947662,0.0007190331816673279,-0.006233968771994114
14,standard_langevin,-0.0003677128697745502,0.0002525657233558868,-0.0005890964872489365,-0.00014632925230016392,5.7688567e-07,0.0019618854857981205,0.0005962488357909024,-0.006819848902523518
15,standard_langevin,-0.0004678257420891896,0.0002239129687322558,-0.0006640941127878002,-0.0002715573713905789,5.868776e-07,0.0020228850189596415,0.0004056557663716376,-0.007171941455453634
16,standard_langevin,-0.0004512537125265226,0.00020939914635436873,-0.0006348001569926105,-0.0002677072680604347,7.1372864e-07,0.002333135111257434,0.0005141288856975734,-0.007716774940490723
17,standard_langevin,-0.0005571578745730221,0.00038367602024247605,-0.0008934647343117367,-0.00022085101483430755,9.720128e-07,0.0021444852463901043,0.00039175961865112185,-0.00818775873631239
18,standard_langevin,-0.0004774661938427016,0.0003452199514341703,-0.0007800648230523261,-0.00017486756463307716,9.623383e-07,0.00224776822142303,0.0005094609805382788,-0.008438224904239178
19,standard_langevin,-0.0005646292498568073,0.0004033570233577402,-0.0009181872694413193,-0.00021107123027229538,1.2003034e-06,0.002118139760568738,0.00044459252967499197,-0.009099366143345833
20,standard_langevin,-0.000523061165586114,0.0003175679760981121,-0.0008014217697428175,-0.0002447005614294104,1.0658667e-06,0.002414124086499214,0.0008425815030932426,-0.00971709843724966
21,standard_langevin,-0.0004359244834631681,0.0002663590683471637,-0.0006693985008962941,-0.0002024504660300421,1.1986859e-06,0.002663413295522332,0.0011380406795069575,-0.010024268180131912
22,standard_langevin,-0.0005358585243811831,0.00035189692989831295,-0.0008443097832610165,-0.00022740726550134958,1.233408e-06,0.002594320336356759,0.0009940804447978735,-0.010440157726407051
23,standard_langevin,-0.0005406723998021334,0.00035497254512987787,-0.0008518195542962887,-0.0002295252453079781,1.3598609e-06,0.0026085933204740286,0.00102873588912189,-0.011015430092811584
24,standard_langevin,-0.0005502488328303912,0.000446745451162636,-0.00094183848622627,-0.0001586591794345123,1.4376051e-06,0.003082872135564685,0.0011400922667235136,-0.011457793414592743
25,standard_langevin,-0.0005552543370868079,0.0005279274040830094,-0.0010180031096709346,-9.250556450268114e-05,1.2177029e-06,0.0029760817997157574,0.0012240356300026178,-0.012117274105548859
26,standard_langevin,-0.0006189411469676998,0.0005889537124761047,-0.0011351818373530947,-0.00010270045658230479,1.4527704e-06,0.0030823780689388514,0.0011191675439476967,-0.01273048110306263
27,standard_langevin,-0.0006533605068398174,0.0006601944145566149,-0.0012320464258510102,-7.467458782862459e-05,1.4298515e-06,0.003236563643440604,0.001159902778454125,-0.013131869025528431
28,standard_langevin,-0.0007256492594024166,0.000809357137074194,-0.0014350820694188416,-1.6216449385991522e-05,1.8911928e-06,0.00348992133513093,0.0011021590325981379,-0.013733121566474438
29,standard_langevin,-0.0006676410383079201,0.0008980745814247889,-0.0014548381169766753,0.00011955604036083505,1.9421666e-06,0.003917191177606583,0.001453923643566668,-0.014183479361236095
30,standard_langevin,-0.0007405310287140309,0.0009427499986995832,-0.0015668878372030325,8.582577977497071e-05,2.2322372e-06,0.004041982814669609,0.0016314020613208413,-0.014829674735665321
31,standard_langevin,-0.0007844432664569467,0.0009083488398341889,-0.001580646129692654,1.1759596778760707e-05,2.3499927e-06,0.004009246360510588,0.0016450196271762252,-0.015366142615675926
32,standard_langevin,-0.000776489992858842,0.0009021455298190061,-0.0015672554151258036,1.427542940811953e-05,2.370549e-06,0.00436187582090497,0.0019115591421723366,-0.01574074663221836
33,standard_langevin,-0.0007776257290970535,0.0008792824622685496,-0.0015483507890629547,-6.900669131152076e-06,2.4206338e-06,0.0041157458908855915,0.0020679545123130083,-0.016219209879636765
34,standard_langevin,-0.0007612419954966754,0.0008409393607776498,-0.001498357845153061,-2.412614584028968e-05,2.4047101e-06,0.003973420709371567,0.0023312342818826437,-0.01683092676103115
35,standard_langevin,-0.0006631705735344439,0.0008356817588304015,-0.0013956779318925782,6.933678482369033e-05,2.3263742e-06,0.003979235887527466,0.002693760674446821,-0.017121342942118645
36,standard_langevin,-0.0006963418098166585,0.0007605244351338968,-0.0013629708693361953,-2.9712750297121514e-05,2.5498057e-06,0.003923948388546705,0.002718063537031412,-0.017591137439012527
37,standard_langevin,-0.0007125600532162935,0.0007976501485759928,-0.0014117312353719544,-1.3388871060632614e-05,2.6745063e-06,0.0037826746702194214,0.002730697626248002,-0.018067847937345505
38,standard_langevin,-0.0007067558181006461,0.0007975471279934123,-0.0014058366987342204,-7.67493746707201e-06,2.5799739e-06,0.003466954454779625,0.002759822877123952,-0.01829916052520275
39,standard_langevin,-0.0006569245786522515,0.0008129424254118028,-0.0013695000324578741,5.5650875153371074e-05,2.6480773e-06,0.003398207016289234,0.0029575445223599672,-0.018619313836097717
40,standard_langevin,-0.0007757879793643951,0.0008813401955183618,-0.001548316722049344,-3.2592366794463633e-06,2.8192062e-06,0.0033374198246747255,0.0027193850837647915,-0.01913314126431942
41,standard_langevin,-0.0008373301883693784,0.0009721549001985792,-0.0016894615294387686,1.4801152700011865e-05,2.792747e-06,0.003505690721794963,0.0027080941945314407,-0.019721943885087967
42,standard_langevin,-0.0008981144696008414,0.0009650189775873561,-0.0017439908987182096,-5.223804048347315e-05,3.170353e-06,0.0032170910853892565,0.002826632233336568,-0.02020106092095375
43,standard_langevin,-0.000864451692905277,0.0010282555112396932,-0.0017657573876826123,3.685400187205818e-05,3.2372125e-06,0.0030712552834302187,0.002921723062172532,-0.020531024783849716
44,standard_langevin,-0.0009071347769349814,0.0009771682975445912,-0.0017636605545318204,-5.060899933814235e-05,3.1094696e-06,0.0031180058140307665,0.0029932265169918537,-0.021048270165920258
45,standard_langevin,-0.0008919857325963676,0.00096024181291014,-0.001733674792250213,-5.029667294252204e-05,2.8260731e-06,0.0028919512405991554,0.0030028787441551685,-0.02147207409143448
46,standard_langevin,-0.000904274929780513,0.000978670400322239,-0.0017621173585139968,-4.643250104702939e-05,2.8613658e-06,0.0031977964099496603,0.0030318780336529016,-0.02189931459724903
47,standard_langevin,-0.0009136135689914226,0.0009414924956179637,-0.001738868127430437,-8.835901055240832e-05,2.9221458e-06,0.0030839138198643923,0.0030342605896294117,-0.02236085757613182
48,standard_langevin,-0.0008943925960920752,0.0009287907365817925,-0.0017085135718487186,-8.02716203354316e-05,2.978458e-06,0.0027252286672592163,0.003121970919892192,-0.02287367731332779
49,standard_langevin,-0.0008775064547080546,0.0008482331483063535,-0.0016210155910176681,-0.00013399731839844114,3.1857205e-06,0.002417226554825902,0.0032043501269072294,-0.023433592170476913
50,standard_langevin,-0.0008160084078554064,0.0008083276989967466,-0.0015245388756120702,-0.00010747794009874248,3.0115623e-06,0.002281996188685298,0.0034091039560735226,-0.023833271116018295
51,standard_langevin,-0.0008149138418957591,0.0008476310208617281,-0.0015578951902296308,-7.193249356188746e-05,3.0367544e-06,0.002334120450541377,0.0036643364001065493,-0.024281375110149384
52,standard_langevin,-0.0007696375134401024,0.0009063410134865521,-0.0015640804392852803,2.48054124050754e-05,3.2364903e-06,0.002174105029553175,0.0038214765954762697,-0.024643737822771072
53,standard_langevin,-0.0007745286682620644,0.0009398942694868384,-0.0015983823197302147,4.932498320608578e-05,3.2066303e-06,0.0024432875216007233,0.003922381438314915,-0.025174230337142944
54,standard_langevin,-0.0007774549652822315,0.0008768989721831735,-0.0015460908040731305,-8.81912649133257e-06,2.7376764e-06,0.002450309693813324,0.003945442847907543,-0.025632869452238083
55,standard_langevin,-0.0008366175461560488,0.000836266138356886,-0.0015696371357537672,-0.00010359795655833024,2.7036494e-06,0.0028207518626004457,0.004010370932519436,-0.026138443499803543
56,standard_langevin,-0.000873273320030421,0.0007564950924006767,-0.0015363705049215568,-0.00021017613513928525,2.7304532e-06,0.0030381656251847744,0.004077406600117683,-0.026798084378242493
57,standard_langevin,-0.000880952354054898,0.0008465492819497101,-0.0016229855164262275,-0.00013891919168356848,3.3318513e-06,0.003030574880540371,0.004058943595737219,-0.027317330241203308
58,standard_langevin,-0.0008993090537842363,0.000848869379782468,-0.0016433758715712165,-0.00015524223599725623,3.5141084e-06,0.0033165663480758667,0.00425380002707243,-0.027825061231851578
59,standard_langevin,-0.0009098897513467819,0.0008317665819733846,-0.0016389653058791964,-0.00018081419681436738,3.2428713e-06,0.0033136936835944653,0.004233027342706919,-0.028300976380705833
60,standard_langevin,-0.0009718512446852401,0.0007655660645345206,-0.0016428994872191823,-0.000300803002151298,3.4174598e-06,0.003044850192964077,0.004035913851112127,-0.02881847880780697
61,standard_langevin,-0.0009735410370922182,0.0007254571386645638,-0.0016094322560042686,-0.0003376498181801676,3.614078e-06,0.0027851262129843235,0.003906283527612686,-0.029244249686598778
62,standard_langevin,-0.0010469479911989765,0.0007251564537696021,-0.00168257564817997,-0.0004113203342179831,3.5220085e-06,0.0026452504098415375,0.003751135664060712,-0.02980724535882473
63,standard_langevin,-0.0011245023575611412,0.0007304774410593033,-0.0017647940655427109,-0.00048421064957957145,3.464792e-06,0.002985202707350254,0.0037608235143125057,-0.030284833163022995
64,standard_langevin,-0.0012149692949606106,0.0007390070888040294,-0.0018627375688372637,-0.0005672010210839575,3.5879057e-06,0.002873573452234268,0.0037713763304054737,-0.030849594622850418
65,standard_langevin,-0.0012888272598502227,0.0007939486284627506,-0.001984753916573313,-0.0005929006031271324,3.5235953e-06,0.0027615900617092848,0.0037022889591753483,-0.03129878267645836
66,standard_langevin,-0.0013302010411280207,0.0007987904596957243,-0.0020303717500499354,-0.0006300303322061061,3.5574985e-06,0.0028740637935698032,0.0034783438313752413,-0.03172159940004349
67,standard_langevin,-0.0013376069327932782,0.0008044109288852575,-0.002042704200175103,-0.0006325096654114538,3.4468637e-06,0.002947331639006734,0.003565699327737093,-0.03226851671934128
68,standard_langevin,-0.0013572214171290397,0.0008093525857824202,-0.0020666502377623304,-0.000647792596495749,3.8157427e-06,0.0031829432118684053,0.0036192587576806545,-0.032651353627443314
69,standard_langevin,-0.001376234437339008,0.0008640127827319904,-0.002133575033061063,-0.0006188938416169531,3.873742e-06,0.0036471462808549404,0.0036166291683912277,-0.03306640312075615
70,standard_langevin,-0.0013766561402007937,0.0007973440192612593,-0.002075558988181056,-0.0006777532922205313,3.5568055e-06,0.003882329212501645,0.003825866151601076,-0.03361078351736069
71,standard_langevin,-0.0014138362312223762,0.0007867388945735072,-0.002103443277555662,-0.0007242291848890905,3.7383263e-06,0.00373399187810719,0.0037858467549085617,-0.034161526709795
72,standard_langevin,-0.0013999914284795524,0.0007812172979959994,-0.002084758582018516,-0.0007152242749405886,4.2944353e-06,0.0042929151095449924,0.003813291434198618,-0.03461458534002304
73,standard_langevin,-0.0014491736888885497,0.0008112199670078747,-0.0021602393413349694,-0.0007381080364421299,4.258306e-06,0.004731806926429272,0.003894799156114459,-0.03527327626943588
74,standard_langevin,-0.0014389412332093342,0.0008587935510863656,-0.0021917069706854147,-0.000686175495733254,4.3272535e-06,0.00467056967318058,0.004102744627743959,-0.03575494885444641
75,standard_langevin,-0.0014613031802582555,0.0008914077840871699,-0.0022426565534076712,-0.0006799498071088397,4.6097675e-06,0.004711143206804991,0.004136237781494856,-0.03619521111249924
76,standard_langevin,-0.0014811052555160132,0.0008909237419832405,-0.002262034347054473,-0.0007001761639775537,3.9299916e-06,0.004891474265605211,0.004109598696231842,-0.0367867611348629
77,standard_langevin,-0.0014890739774273242,0.0008919805919682924,-0.0022709294388219533,-0.0007072185160326952,3.951437e-06,0.0051777902990579605,0.004166781436651945,-0.03733135387301445
78,standard_langevin,-0.0014678989071398973,0.0008613455091566388,-0.002222901534490555,-0.0007128962797892398,3.640004e-06,0.005092038307338953,0.004360171500593424,-0.03793930262327194
